country,iso3,year,indicator,indicator_code,value,error
Denmark,DNK,2020.0,inflation_cpi_pct,FP.CPI.TOTL.ZG,0.420711974110115,
Denmark,DNK,2021.0,inflation_cpi_pct,FP.CPI.TOTL.ZG,1.8530454398968,
Denmark,DNK,2022.0,inflation_cpi_pct,FP.CPI.TOTL.ZG,7.6965669988926,
Denmark,DNK,2023.0,inflation_cpi_pct,FP.CPI.TOTL.ZG,3.30517811237606,
Denmark,DNK,2024.0,inflation_cpi_pct,FP.CPI.TOTL.ZG,1.37220049768918,
Denmark,DNK,2020.0,unemployment_pct,SL.UEM.TOTL.ZS,5.637,
Denmark,DNK,2021.0,unemployment_pct,SL.UEM.TOTL.ZS,5.043,
Denmark,DNK,2022.0,unemployment_pct,SL.UEM.TOTL.ZS,4.434,
Denmark,DNK,2023.0,unemployment_pct,SL.UEM.TOTL.ZS,5.094,
Denmark,DNK,2024.0,unemployment_pct,SL.UEM.TOTL.ZS,5.587,
Estonia,EST,2020.0,current_account_pct_gdp,BN.CAB.XOKA.GD.ZS,-2.7306242700292,
Estonia,EST,2021.0,current_account_pct_gdp,BN.CAB.XOKA.GD.ZS,-3.72881552541849,
Estonia,EST,2022.0,current_account_pct_gdp,BN.CAB.XOKA.GD.ZS,-3.91323342632091,
Estonia,EST,2023.0,current_account_pct_gdp,BN.CAB.XOKA.GD.ZS,-1.7426150208666,
Estonia,EST,2024.0,current_account_pct_gdp,BN.CAB.XOKA.GD.ZS,-1.25864024197608,
Estonia,EST,2020.0,gdp_growth_pct,NY.GDP.MKTP.KD.ZG,-2.88380751483778,
Estonia,EST,2021.0,gdp_growth_pct,NY.GDP.MKTP.KD.ZG,8.25488044580031,
Estonia,EST,2022.0,gdp_growth_pct,NY.GDP.MKTP.KD.ZG,-1.22616966587796,
Estonia,EST,2023.0,gdp_growth_pct,NY.GDP.MKTP.KD.ZG,-2.74421914571231,
Estonia,EST,2024.0,gdp_growth_pct,NY.GDP.MKTP.KD.ZG,-0.0900428648493801,
Estonia,EST,2020.0,gdp_per_capita_usd,NY.GDP.PCAP.CD,23933.9939421065,
Estonia,EST,2021.0,gdp_per_capita_usd,NY.GDP.PCAP.CD,27951.1659277744,
Estonia,EST,2022.0,gdp_per_capita_usd,NY.GDP.PCAP.CD,28340.3826549406,
Estonia,EST,2023.0,gdp_per_capita_usd,NY.GDP.PCAP.CD,30264.0064885057,
Estonia,EST,2024.0,gdp_per_capita_usd,NY.GDP.PCAP.CD,31428.3547816104,
Estonia,EST,2020.0,gov_debt_pct_gdp,GC.DOD.TOTL.GD.ZS,,
Estonia,EST,2021.0,gov_debt_pct_gdp,GC.DOD.TOTL.GD.ZS,,
